policy_id,region_code,current_rain,claim_probability,risk_tier,final_premium
POL043775,C8,0.0,0.06,Moderate,16000.0
POL033265,C14,0.0,0.02,Low Risk,12000.0
POL036900,C3,0.0,0.68,High Risk,78000.0
POL034492,C2,0.0,0.35,High Risk,45000.0
POL036828,C10,0.0,0.02,Low Risk,12000.0
POL004370,C8,0.0,0.0,Low Risk,10000.0
POL051401,C3,0.0,0.0,Low Risk,10000.0
POL036244,C3,0.0,0.02,Low Risk,12000.0
POL004947,C13,0.0,0.09,Moderate,19000.0
POL002670,C8,0.0,0.04,Low Risk,14000.0
POL001933,C8,0.0,0.05,Low Risk,15000.0
POL000966,C8,0.0,0.01,Low Risk,11000.0
POL001497,C7,0.0,0.0,Low Risk,10000.0
POL043344,C13,0.0,0.01,Low Risk,11000.0
POL026114,C2,0.0,0.01,Low Risk,11000.0
POL022805,C8,0.0,0.05,Low Risk,15000.0
POL041921,C8,0.0,0.0,Low Risk,10000.0
POL049477,C8,0.0,0.0,Low Risk,10000.0
POL012023,C8,0.0,0.01936039937704,Low Risk,11936.039937704
POL046296,C8,0.0,0.01,Low Risk,11000.0
POL027535,C5,5.8,0.05,Low Risk,15000.0
POL037123,C10,0.0,0.0,Low Risk,10000.0
POL010288,C9,0.0,0.0,Low Risk,10000.0
POL004212,C11,0.0,0.01,Low Risk,11000.0
POL017793,C5,5.8,0.04,Low Risk,14000.0
POL033856,C13,0.0,0.06,Moderate,16000.0
POL024905,C10,0.0,0.01,Low Risk,11000.0
POL008750,C10,0.0,0.0,Low Risk,10000.0
POL001722,C13,0.0,0.0,Low Risk,10000.0
POL031722,C12,0.0,0.12,Moderate,22000.0
POL038067,C2,0.0,0.02,Low Risk,12000.0
POL045370,C8,0.0,0.02,Low Risk,12000.0
POL043432,C8,0.0,0.0,Low Risk,10000.0
POL045717,C8,0.0,0.03,Low Risk,13000.0
POL001503,C3,0.0,0.0,Low Risk,10000.0
POL003569,C8,0.0,0.04,Low Risk,14000.0
POL006825,C8,0.0,0.01,Low Risk,11000.0
POL041570,C8,0.0,0.12,Moderate,22000.0
POL045636,C13,0.0,0.65,High Risk,75000.0
POL032216,C14,0.0,0.63,High Risk,73000.0
POL024288,C1,12.5,0.0,Low Risk,10000.0
POL055407,C8,0.0,0.04,Low Risk,14000.0
POL006059,C8,0.0,0.02,Low Risk,12000.0
POL017585,C5,5.8,0.02,Low Risk,12000.0
POL011289,C2,0.0,0.03,Low Risk,13000.0
POL056822,C19,0.2,0.12,Moderate,22000.0
POL021793,C19,0.2,0.03,Low Risk,13000.0
POL044575,C5,5.8,0.02,Low Risk,12000.0
POL047357,C8,0.0,0.05,Low Risk,15000.0
POL042008,C7,0.0,0.01,Low Risk,11000.0
POL030622,C13,0.0,0.0,Low Risk,10000.0
POL006040,C10,0.0,0.0,Low Risk,10000.0
POL027178,C12,0.0,0.03,Low Risk,13000.0
POL013355,C8,0.0,0.42,High Risk,52000.0
POL009583,C8,0.0,0.0,Low Risk,10000.0
POL015091,C5,5.8,0.13,Moderate,23000.0
POL039284,C12,0.0,0.04,Low Risk,14000.0
POL013425,C2,0.0,0.01,Low Risk,11000.0
POL033074,C12,0.0,0.02,Low Risk,12000.0
POL043207,C8,0.0,0.0,Low Risk,10000.0
POL020952,C10,0.0,0.0,Low Risk,10000.0
POL010480,C5,5.8,0.01,Low Risk,11000.0
POL055889,C8,0.0,0.04,Low Risk,14000.0
POL002896,C8,0.0,0.0387976980609973,Low Risk,13879.769806099732
POL023827,C2,0.0,0.0,Low Risk,10000.0
POL005413,C9,0.0,0.01,Low Risk,11000.0
POL055463,C8,0.0,0.05,Low Risk,15000.0
POL029502,C8,0.0,0.01,Low Risk,11000.0
POL013195,C8,0.0,0.01,Low Risk,11000.0
POL019400,C17,0.0,0.03,Low Risk,13000.0
POL041881,C1,12.5,0.02,Low Risk,12000.0
POL016801,C14,0.0,0.01,Low Risk,11000.0
POL022775,C5,5.8,0.65,High Risk,75000.0
POL023217,C14,0.0,0.04,Low Risk,14000.0
POL017561,C1,12.5,0.0,Low Risk,10000.0
POL007882,C8,0.0,0.0,Low Risk,10000.0
POL036758,C2,0.0,0.04,Low Risk,14000.0
POL026601,C3,0.0,0.0,Low Risk,10000.0
POL004918,C2,0.0,0.0587207987540801,Moderate,15872.07987540801
POL057968,C8,0.0,0.02,Low Risk,12000.0
POL054523,C8,0.0,0.0,Low Risk,10000.0
POL015186,C8,0.0,0.02,Low Risk,12000.0
POL044598,C5,5.8,0.0,Low Risk,10000.0
POL004386,C12,0.0,0.0,Low Risk,10000.0
POL006915,C10,0.0,0.0,Low Risk,10000.0
POL055845,C13,0.0,0.08,Moderate,18000.0
POL008665,C19,0.2,0.04,Low Risk,14000.0
POL009818,C2,0.0,0.02,Low Risk,12000.0
POL034771,C2,0.0,0.01,Low Risk,11000.0
POL004584,C9,0.0,0.05,Low Risk,15000.0
POL039031,C15,0.0,0.73,High Risk,83000.0
POL035711,C14,0.0,0.09,Moderate,19000.0
POL001319,C14,0.0,0.0,Low Risk,10000.0
POL022723,C19,0.2,0.01,Low Risk,11000.0
POL002817,C8,0.0,0.0,Low Risk,10000.0
POL047192,C10,0.0,0.0,Low Risk,10000.0
POL011863,C8,0.0,0.0,Low Risk,10000.0
POL026765,C8,0.0,0.02,Low Risk,12000.0
POL042618,C9,0.0,0.7955638793475663,High Risk,89556.38793475664
POL036889,C6,0.1,0.0,Low Risk,10000.0
POL014305,C8,0.0,0.0,Low Risk,10000.0
POL034115,C14,0.0,0.05,Low Risk,15000.0
POL038124,C10,0.0,0.0,Low Risk,10000.0
POL049079,C8,0.0,0.0,Low Risk,10000.0
POL050597,C8,0.0,0.01,Low Risk,11000.0
POL015278,C9,0.0,0.0,Low Risk,10000.0
POL041488,C8,0.0,0.02,Low Risk,12000.0
POL051426,C13,0.0,0.0,Low Risk,10000.0
POL030304,C7,0.0,0.0,Low Risk,10000.0
POL020234,C9,0.0,0.01,Low Risk,11000.0
POL027023,C2,0.0,0.01,Low Risk,11000.0
POL042227,C11,0.0,0.0,Low Risk,10000.0
POL051733,C5,5.8,0.0,Low Risk,10000.0
POL051089,C1,12.5,0.01,Low Risk,11000.0
POL044172,C12,0.0,0.06,Moderate,16000.0
POL000867,C5,5.8,0.0,Low Risk,10000.0
POL016794,C5,5.8,0.0,Low Risk,10000.0
POL035193,C8,0.0,0.01,Low Risk,11000.0
POL007476,C8,0.0,0.12,Moderate,22000.0
POL042762,C5,5.8,0.02,Low Risk,12000.0
POL026177,C5,5.8,0.06,Moderate,16000.0
POL017263,C3,0.0,0.02,Low Risk,12000.0
POL002662,C5,5.8,0.21,High Risk,31000.0
POL011983,C3,0.0,0.0,Low Risk,10000.0
POL006227,C9,0.0,0.04,Low Risk,14000.0
POL020595,C5,5.8,0.0,Low Risk,10000.0
POL046334,C10,0.0,0.0,Low Risk,10000.0
POL029031,C8,0.0,0.23,High Risk,33000.0
POL020973,C5,5.8,0.0,Low Risk,10000.0
POL048128,C8,0.0,0.0975184968150775,Moderate,19751.849681507752
POL032528,C8,0.0,0.57,High Risk,67000.0
POL005872,C2,0.0,0.0,Low Risk,10000.0
POL013070,C13,0.0,0.03,Low Risk,13000.0
POL056750,C3,0.0,0.05,Low Risk,15000.0
POL003920,C2,0.0,0.02,Low Risk,12000.0
POL010551,C3,0.0,0.0,Low Risk,10000.0
POL012197,C4,0.0,0.0,Low Risk,10000.0
POL012120,C11,0.0,0.11,Moderate,21000.0
POL056406,C8,0.0,0.0,Low Risk,10000.0
POL025830,C3,0.0,0.0,Low Risk,10000.0
POL027026,C2,0.0,0.03,Low Risk,13000.0
POL003273,C12,0.0,0.15,Moderate,25000.0
POL014968,C8,0.0,0.0,Low Risk,10000.0
POL036497,C13,0.0,0.02,Low Risk,12000.0
POL004608,C8,0.0,0.0,Low Risk,10000.0
POL052198,C13,0.0,0.0,Low Risk,10000.0
POL026681,C8,0.0,0.06,Moderate,16000.0
POL017256,C13,0.0,0.01,Low Risk,11000.0
POL027755,C1,12.5,0.02,Low Risk,12000.0
POL042228,C3,0.0,0.02,Low Risk,12000.0
POL044553,C5,5.8,0.07,Moderate,17000.0
POL047895,C3,0.0,0.0,Low Risk,10000.0
POL032089,C3,0.0,0.0,Low Risk,10000.0
POL020807,C22,0.9,0.02,Low Risk,12000.0
POL051244,C15,0.0,0.05,Low Risk,15000.0
POL003978,C14,0.0,0.58,High Risk,68000.0
POL054227,C10,0.0,0.12,Moderate,22000.0
POL053653,C8,0.0,0.0,Low Risk,10000.0
POL024286,C9,0.0,0.0,Low Risk,10000.0
POL049762,C20,2.7,0.0,Low Risk,10000.0
POL034986,C5,5.8,0.01,Low Risk,11000.0
POL053374,C8,0.0,0.15,Moderate,25000.0
POL014115,C3,0.0,0.01,Low Risk,11000.0
POL038105,C15,0.0,0.614151010198379,High Risk,71415.10101983791
POL016960,C5,5.8,0.1,Moderate,20000.0
POL046757,C6,0.1,0.01,Low Risk,11000.0
POL009811,C5,5.8,0.18,High Risk,28000.0
POL037184,C13,0.0,0.03,Low Risk,13000.0
POL001419,C5,5.8,0.0,Low Risk,10000.0
POL046278,C16,0.0,0.1,Moderate,20000.0
POL001566,C1,12.5,0.0,Low Risk,10000.0
POL012596,C10,0.0,0.0,Low Risk,10000.0
POL036435,C5,5.8,0.0,Low Risk,10000.0
POL021020,C3,0.0,0.04,Low Risk,14000.0
POL046457,C10,0.0,0.0,Low Risk,10000.0
POL050978,C2,0.0,0.64,High Risk,74000.0
POL012334,C13,0.0,0.0,Low Risk,10000.0
POL038954,C3,0.0,0.0581369672459931,Moderate,15813.69672459931
POL023178,C8,0.0,0.0,Low Risk,10000.0
POL025230,C11,0.0,0.0,Low Risk,10000.0
POL049332,C5,5.8,0.01,Low Risk,11000.0
POL037863,C7,0.0,0.0,Low Risk,10000.0
POL015592,C22,0.9,0.01,Low Risk,11000.0
POL001521,C17,0.0,0.02,Low Risk,12000.0
POL007109,C5,5.8,0.0,Low Risk,10000.0
POL048255,C8,0.0,0.01,Low Risk,11000.0
POL034852,C15,0.0,0.0,Low Risk,10000.0
POL030224,C8,0.0,0.0,Low Risk,10000.0
POL014165,C7,0.0,0.0,Low Risk,10000.0
POL035167,C2,0.0,0.0,Low Risk,10000.0
POL021541,C9,0.0,0.03,Low Risk,13000.0
POL020435,C8,0.0,0.06,Moderate,16000.0
POL005447,C8,0.0,0.02,Low Risk,12000.0
POL046111,C3,0.0,0.44,High Risk,54000.0
POL028163,C2,0.0,0.0,Low Risk,10000.0
POL039617,C8,0.0,0.12,Moderate,22000.0
POL044664,C5,5.8,0.01,Low Risk,11000.0
POL037415,C12,0.0,0.0,Low Risk,10000.0
POL013836,C2,0.0,0.0,Low Risk,10000.0
POL013492,C1,12.5,0.03,Low Risk,13000.0
POL057625,C8,0.0,0.01,Low Risk,11000.0
POL021005,C9,0.0,0.0,Low Risk,10000.0
POL029836,C8,0.0,0.05,Low Risk,15000.0
POL040612,C9,0.0,0.03,Low Risk,13000.0
POL001202,C8,0.0,0.0,Low Risk,10000.0
POL023503,C5,5.8,0.13,Moderate,23000.0
POL047167,C5,5.8,0.0,Low Risk,10000.0
POL003032,C1,12.5,0.0,Low Risk,10000.0
POL033107,C7,0.0,0.18,High Risk,28000.0
POL041213,C9,0.0,0.1,Moderate,20000.0
POL030613,C19,0.2,0.04,Low Risk,14000.0
POL003226,C22,0.9,0.01,Low Risk,11000.0
POL009739,C5,5.8,0.02,Low Risk,12000.0
POL049827,C7,0.0,0.0,Low Risk,10000.0
POL056543,C18,0.7,0.01,Low Risk,11000.0
POL014884,C5,5.8,0.03,Low Risk,13000.0
POL016967,C8,0.0,0.0,Low Risk,10000.0
POL014819,C5,5.8,0.66,High Risk,76000.0
POL035332,C8,0.0,0.0,Low Risk,10000.0
POL051206,C7,0.0,0.01,Low Risk,11000.0
POL050522,C8,0.0,0.02,Low Risk,12000.0
POL053533,C5,5.8,0.0,Low Risk,10000.0
POL030765,C13,0.0,0.04,Low Risk,14000.0
POL035310,C10,0.0,0.01,Low Risk,11000.0
POL030155,C2,0.0,0.0,Low Risk,10000.0
POL047385,C2,0.0,0.06,Moderate,16000.0
POL035934,C2,0.0,0.57,High Risk,67000.0
POL031946,C2,0.0,0.02,Low Risk,12000.0
POL052500,C3,0.0,0.0,Low Risk,10000.0
POL053816,C14,0.0,0.07,Moderate,17000.0
POL010677,C14,0.0,0.0,Low Risk,10000.0
POL015530,C14,0.0,0.13,Moderate,23000.0
POL012330,C5,5.8,0.04,Low Risk,14000.0
POL019540,C9,0.0,0.0,Low Risk,10000.0
POL029671,C2,0.0,0.03,Low Risk,13000.0
POL011090,C8,0.0,0.11,Moderate,21000.0
POL052554,C19,0.2,0.01,Low Risk,11000.0
POL015065,C2,0.0,0.03,Low Risk,13000.0
POL040598,C8,0.0,0.0,Low Risk,10000.0
POL041873,C19,0.2,0.02,Low Risk,12000.0
POL046235,C5,5.8,0.0,Low Risk,10000.0
POL034892,C10,0.0,0.03,Low Risk,13000.0
POL050248,C19,0.2,0.0,Low Risk,10000.0
POL029929,C3,0.0,0.0,Low Risk,10000.0
POL025227,C13,0.0,0.01,Low Risk,11000.0
POL055112,C22,0.9,0.0,Low Risk,10000.0
POL007159,C13,0.0,0.81,High Risk,91000.00000000001
POL047286,C5,5.8,0.0,Low Risk,10000.0
POL043820,C9,0.0,0.01,Low Risk,11000.0
POL019500,C5,5.8,0.01,Low Risk,11000.0
POL044059,C2,0.0,0.02,Low Risk,12000.0
POL044743,C9,0.0,0.08,Moderate,18000.0
POL030320,C3,0.0,0.0,Low Risk,10000.0
POL004615,C6,0.1,0.11,Moderate,21000.0
POL016733,C8,0.0,0.02,Low Risk,12000.0
POL014816,C8,0.0,0.0,Low Risk,10000.0
POL012920,C2,0.0,0.0087976980609973,Low Risk,10879.76980609973
POL011000,C1,12.5,0.09,Moderate,19000.0
POL045842,C14,0.0,0.0,Low Risk,10000.0
POL013707,C8,0.0,0.0,Low Risk,10000.0
POL036877,C15,0.0,0.02,Low Risk,12000.0
POL049502,C8,0.0,0.06,Moderate,16000.0
POL021845,C14,0.0,0.03,Low Risk,13000.0
POL022523,C2,0.0,0.0,Low Risk,10000.0
POL001163,C9,0.0,0.02,Low Risk,12000.0
POL044647,C10,0.0,0.0,Low Risk,10000.0
POL054037,C8,0.0,0.23,High Risk,33000.0
POL043992,C2,0.0,0.0,Low Risk,10000.0
POL053096,C3,0.0,0.5407943193501106,High Risk,64079.43193501106
POL024301,C10,0.0,0.0,Low Risk,10000.0
POL056709,C8,0.0,0.04,Low Risk,14000.0
POL009992,C6,0.1,0.01,Low Risk,11000.0
POL024696,C2,0.0,0.06,Moderate,16000.0
POL039937,C17,0.0,0.0,Low Risk,10000.0
POL040764,C5,5.8,0.02,Low Risk,12000.0
POL042911,C3,0.0,0.01,Low Risk,11000.0
POL038357,C8,0.0,0.02,Low Risk,12000.0
POL016307,C7,0.0,0.0,Low Risk,10000.0
POL007089,C5,5.8,0.03,Low Risk,13000.0
POL026357,C2,0.0,0.73,High Risk,83000.0
POL038423,C8,0.0,0.59,High Risk,69000.0
POL054961,C9,0.0,0.0,Low Risk,10000.0
POL014446,C5,5.8,0.02,Low Risk,12000.0
POL020333,C10,0.0,0.69,High Risk,79000.0
POL027121,C3,0.0,0.0,Low Risk,10000.0
POL052743,C2,0.0,0.0,Low Risk,10000.0
POL036511,C12,0.0,0.1,Moderate,20000.0
POL046722,C13,0.0,0.0,Low Risk,10000.0
POL055671,C3,0.0,0.0,Low Risk,10000.0
POL041480,C2,0.0,0.01,Low Risk,11000.0
POL015872,C8,0.0,0.01,Low Risk,11000.0
POL047792,C9,0.0,0.0,Low Risk,10000.0
POL043328,C9,0.0,0.0,Low Risk,10000.0
POL051521,C3,0.0,0.0692339452718273,Moderate,16923.394527182732
POL034955,C8,0.0,0.69,High Risk,79000.0
POL007930,C8,0.0,0.0,Low Risk,10000.0
POL040062,C2,0.0,0.01,Low Risk,11000.0
POL052161,C8,0.0,0.0,Low Risk,10000.0
POL019112,C4,0.0,0.01,Low Risk,11000.0
POL042064,C14,0.0,0.05,Low Risk,15000.0
POL010111,C3,0.0,0.0,Low Risk,10000.0
POL052293,C12,0.0,0.01,Low Risk,11000.0
POL030359,C13,0.0,0.07,Moderate,17000.0
POL011489,C10,0.0,0.07,Moderate,17000.0
POL049394,C2,0.0,0.01,Low Risk,11000.0
POL041198,C2,0.0,0.0,Low Risk,10000.0
POL045512,C13,0.0,0.0,Low Risk,10000.0
POL028266,C13,0.0,0.01,Low Risk,11000.0
POL008120,C5,5.8,0.0,Low Risk,10000.0
POL039168,C3,0.0,0.0,Low Risk,10000.0
POL050433,C5,5.8,0.0,Low Risk,10000.0
POL008511,C10,0.0,0.01,Low Risk,11000.0
POL033737,C14,0.0,0.04,Low Risk,14000.0
POL028298,C22,0.9,0.01,Low Risk,11000.0
POL000184,C8,0.0,0.01,Low Risk,11000.0
POL033575,C8,0.0,0.72,High Risk,82000.0
POL022948,C3,0.0,0.0,Low Risk,10000.0
POL016230,C13,0.0,0.0,Low Risk,10000.0
POL010372,C9,0.0,0.09,Moderate,19000.0
POL009342,C3,0.0,0.1116876732823571,Moderate,21168.76732823571
POL020869,C16,0.0,0.07,Moderate,17000.0
POL038385,C8,0.0,0.0,Low Risk,10000.0
POL046264,C8,0.0,0.02,Low Risk,12000.0
POL044150,C10,0.0,0.03,Low Risk,13000.0
POL024014,C10,0.0,0.04,Low Risk,14000.0
POL006300,C3,0.0,0.0,Low Risk,10000.0
POL037785,C8,0.0,0.01,Low Risk,11000.0
POL029555,C10,0.0,0.0,Low Risk,10000.0
POL022817,C8,0.0,0.0,Low Risk,10000.0
POL003705,C5,5.8,0.05,Low Risk,15000.0
POL040490,C2,0.0,0.07,Moderate,17000.0
POL053817,C8,0.0,0.12,Moderate,22000.0
POL013133,C2,0.0,0.73,High Risk,83000.0
POL054994,C12,0.0,0.01,Low Risk,11000.0
POL041081,C2,0.0,0.04,Low Risk,14000.0
POL001406,C7,0.0,0.0,Low Risk,10000.0
POL005108,C10,0.0,0.0,Low Risk,10000.0
POL018111,C5,5.8,0.0,Low Risk,10000.0
POL001602,C5,5.8,0.04,Low Risk,14000.0
POL045175,C3,0.0,0.4920763764761461,High Risk,59207.63764761461
POL036920,C7,0.0,0.01,Low Risk,11000.0
POL000338,C3,0.0,0.0,Low Risk,10000.0
POL024453,C8,0.0,0.02,Low Risk,12000.0
POL031522,C8,0.0,0.12,Moderate,22000.0
POL039272,C3,0.0,0.64,High Risk,74000.0
POL048851,C5,5.8,0.01,Low Risk,11000.0
POL022229,C14,0.0,0.03,Low Risk,13000.0
POL045435,C3,0.0,0.04,Low Risk,14000.0
POL023604,C6,0.1,0.05,Low Risk,15000.0
POL048717,C3,0.0,0.0,Low Risk,10000.0
POL053736,C7,0.0,0.04,Low Risk,14000.0
POL041134,C8,0.0,0.0,Low Risk,10000.0
POL033818,C13,0.0,0.0,Low Risk,10000.0
POL044360,C8,0.0,0.69,High Risk,79000.0
POL035741,C11,0.0,0.03,Low Risk,13000.0
POL017656,C8,0.0,0.01,Low Risk,11000.0
POL035102,C8,0.0,0.0360115708660003,Low Risk,13601.157086600031
POL001746,C7,0.0,0.0,Low Risk,10000.0
POL044135,C2,0.0,0.01,Low Risk,11000.0
POL045104,C2,0.0,0.0,Low Risk,10000.0
POL029194,C13,0.0,0.01,Low Risk,11000.0
POL038201,C15,0.0,0.0,Low Risk,10000.0
POL040296,C8,0.0,0.01,Low Risk,11000.0
POL001414,C10,0.0,0.0,Low Risk,10000.0
POL023847,C8,0.0,0.02,Low Risk,12000.0
POL007574,C3,0.0,0.08,Moderate,18000.0
POL045706,C5,5.8,0.0,Low Risk,10000.0
POL023465,C15,0.0,0.03,Low Risk,13000.0
POL008265,C5,5.8,0.69,High Risk,79000.0
POL030539,C12,0.0,0.0,Low Risk,10000.0
POL040674,C8,0.0,0.09,Moderate,19000.0
POL026578,C14,0.0,0.0,Low Risk,10000.0
POL004422,C7,0.0,0.01,Low Risk,11000.0
POL048940,C19,0.2,0.01,Low Risk,11000.0
POL042281,C22,0.9,0.0,Low Risk,10000.0
POL003894,C14,0.0,0.01,Low Risk,11000.0
POL012218,C8,0.0,0.05,Low Risk,15000.0
POL011447,C10,0.0,0.0,Low Risk,10000.0
POL034951,C2,0.0,0.03,Low Risk,13000.0
POL001937,C8,0.0,0.03,Low Risk,13000.0
POL021259,C8,0.0,0.05,Low Risk,15000.0
POL047954,C7,0.0,0.57,High Risk,67000.0
POL019260,C11,0.0,0.02,Low Risk,12000.0
POL016673,C13,0.0,0.04,Low Risk,14000.0
POL019083,C9,0.0,0.0,Low Risk,10000.0
POL029388,C3,0.0,0.01,Low Risk,11000.0
POL051344,C8,0.0,0.0,Low Risk,10000.0
POL037661,C2,0.0,0.03,Low Risk,13000.0
POL033032,C13,0.0,0.0,Low Risk,10000.0
POL058489,C7,0.0,0.02,Low Risk,12000.0
POL045081,C7,0.0,0.0,Low Risk,10000.0
POL030925,C13,0.0,0.0,Low Risk,10000.0
POL001012,C10,0.0,0.08,Moderate,18000.0
POL041915,C17,0.0,0.0,Low Risk,10000.0
POL026019,C8,0.0,0.0,Low Risk,10000.0
POL051946,C5,5.8,0.02,Low Risk,12000.0
POL045329,C8,0.0,0.03,Low Risk,13000.0
POL036738,C2,0.0,0.01,Low Risk,11000.0
POL038107,C2,0.0,0.04,Low Risk,14000.0
POL010851,C14,0.0,0.0,Low Risk,10000.0
POL049173,C8,0.0,0.01,Low Risk,11000.0
POL027057,C4,0.0,0.0,Low Risk,10000.0
POL016607,C22,0.9,0.04,Low Risk,14000.0
POL012352,C3,0.0,0.0,Low Risk,10000.0
POL012780,C1,12.5,0.0,Low Risk,10000.0
POL045500,C8,0.0,0.01,Low Risk,11000.0
POL048921,C3,0.0,0.0,Low Risk,10000.0
POL049841,C13,0.0,0.6,High Risk,70000.0
POL043832,C5,5.8,0.0,Low Risk,10000.0
POL055306,C8,0.0,0.01,Low Risk,11000.0
POL055420,C22,0.9,0.1,Moderate,20000.0
POL033689,C15,0.0,0.02,Low Risk,12000.0
POL016933,C5,5.8,0.09,Moderate,19000.0
POL029428,C3,0.0,0.05,Low Risk,15000.0
POL053965,C2,0.0,0.04,Low Risk,14000.0
POL043265,C10,0.0,0.66,High Risk,76000.0
POL030795,C10,0.0,0.0,Low Risk,10000.0
POL051216,C5,5.8,0.0,Low Risk,10000.0
POL019695,C4,0.0,0.71,High Risk,81000.0
POL053416,C8,0.0,0.0,Low Risk,10000.0
POL014599,C2,0.0,0.0,Low Risk,10000.0
POL030508,C2,0.0,0.83,High Risk,92999.99999999999
POL029633,C3,0.0,0.0,Low Risk,10000.0
POL037165,C3,0.0,0.0,Low Risk,10000.0
POL058548,C14,0.0,0.0,Low Risk,10000.0
POL043542,C5,5.8,0.01,Low Risk,11000.0
POL029396,C15,0.0,0.0189247100563695,Low Risk,11892.471005636951
POL035526,C8,0.0,0.05,Low Risk,15000.0
POL054846,C10,0.0,0.03,Low Risk,13000.0
POL051734,C8,0.0,0.069030033969538,Moderate,16903.003396953798
POL056929,C2,0.0,0.06,Moderate,16000.0
POL009743,C8,0.0,0.03,Low Risk,13000.0
POL024673,C8,0.0,0.03,Low Risk,13000.0
POL019920,C15,0.0,0.01,Low Risk,11000.0
POL009705,C3,0.0,0.7,High Risk,80000.0
POL046367,C8,0.0,0.0481677373733788,Low Risk,14816.77373733788
POL037651,C8,0.0,0.02,Low Risk,12000.0
POL026655,C7,0.0,0.0,Low Risk,10000.0
POL054168,C8,0.0,0.0,Low Risk,10000.0
POL003071,C17,0.0,0.01,Low Risk,11000.0
POL052078,C13,0.0,0.0,Low Risk,10000.0
POL009494,C14,0.0,0.0,Low Risk,10000.0
POL017464,C6,0.1,0.01,Low Risk,11000.0
POL044841,C10,0.0,0.01,Low Risk,11000.0
POL031079,C2,0.0,0.01,Low Risk,11000.0
POL021418,C7,0.0,0.04,Low Risk,14000.0
POL017967,C8,0.0,0.0,Low Risk,10000.0
POL044947,C1,12.5,0.01,Low Risk,11000.0
POL049486,C3,0.0,0.04,Low Risk,14000.0
POL004300,C13,0.0,0.03,Low Risk,13000.0
POL011560,C5,5.8,0.01,Low Risk,11000.0
POL018120,C7,0.0,0.01,Low Risk,11000.0
POL014080,C5,5.8,0.0,Low Risk,10000.0
POL029940,C3,0.0,0.02,Low Risk,12000.0
POL043605,C3,0.0,0.69,High Risk,79000.0
POL052411,C6,0.1,0.02,Low Risk,12000.0
POL030958,C2,0.0,0.0,Low Risk,10000.0
POL004526,C14,0.0,0.68,High Risk,78000.0
POL012582,C9,0.0,0.0,Low Risk,10000.0
POL003178,C8,0.0,0.0,Low Risk,10000.0
POL011346,C2,0.0,0.0,Low Risk,10000.0
POL009231,C5,5.8,0.09,Moderate,19000.0
POL029260,C9,0.0,0.0,Low Risk,10000.0
POL002034,C14,0.0,0.05,Low Risk,15000.0
POL049803,C8,0.0,0.0,Low Risk,10000.0
POL031049,C10,0.0,0.09,Moderate,19000.0
POL018635,C7,0.0,0.04,Low Risk,14000.0
POL023928,C3,0.0,0.69,High Risk,79000.0
POL017159,C5,5.8,0.01,Low Risk,11000.0
POL007215,C13,0.0,0.04,Low Risk,14000.0
POL025152,C2,0.0,0.02,Low Risk,12000.0
POL054373,C13,0.0,0.05,Low Risk,15000.0
POL041430,C3,0.0,0.09,Moderate,19000.0
POL021783,C8,0.0,0.74,High Risk,84000.0
POL016012,C5,5.8,0.0,Low Risk,10000.0
POL022812,C8,0.0,0.05,Low Risk,15000.0
POL023205,C5,5.8,0.12,Moderate,22000.0
POL035186,C3,0.0,0.69,High Risk,79000.0
POL021024,C5,5.8,0.0,Low Risk,10000.0
POL045497,C13,0.0,0.0,Low Risk,10000.0
POL032438,C8,0.0,0.0,Low Risk,10000.0
POL056623,C5,5.8,0.02,Low Risk,12000.0
POL009559,C3,0.0,0.0,Low Risk,10000.0
POL013865,C8,0.0,0.03,Low Risk,13000.0
POL037816,C2,0.0,0.03,Low Risk,13000.0
POL010477,C2,0.0,0.02,Low Risk,12000.0
POL019363,C8,0.0,0.01,Low Risk,11000.0
POL030344,C8,0.0,0.05,Low Risk,15000.0
POL025680,C8,0.0,0.01,Low Risk,11000.0
POL043760,C7,0.0,0.01,Low Risk,11000.0
POL044311,C13,0.0,0.01,Low Risk,11000.0
POL057229,C8,0.0,0.06,Moderate,16000.0
POL035518,C6,0.1,0.01,Low Risk,11000.0
POL037714,C8,0.0,0.02,Low Risk,12000.0
POL051551,C2,0.0,0.0,Low Risk,10000.0
POL010237,C2,0.0,0.02,Low Risk,12000.0
POL023684,C3,0.0,0.01,Low Risk,11000.0
POL019568,C8,0.0,0.0,Low Risk,10000.0
POL001799,C8,0.0,0.0,Low Risk,10000.0
POL033727,C14,0.0,0.0,Low Risk,10000.0
POL051325,C8,0.0,0.0,Low Risk,10000.0
POL047982,C8,0.0,0.03,Low Risk,13000.0
POL013165,C7,0.0,0.0,Low Risk,10000.0
POL046863,C8,0.0,0.0,Low Risk,10000.0
POL004441,C7,0.0,0.0189775943798383,Low Risk,11897.75943798383
POL017566,C5,5.8,0.0284673326534952,Low Risk,12846.733265349521
POL042416,C10,0.0,0.0,Low Risk,10000.0
POL019948,C2,0.0,0.03,Low Risk,13000.0
POL027132,C3,0.0,0.0,Low Risk,10000.0
POL035722,C2,0.0,0.0,Low Risk,10000.0
POL041014,C5,5.8,0.0,Low Risk,10000.0
POL046031,C12,0.0,0.0,Low Risk,10000.0
POL057284,C5,5.8,0.0,Low Risk,10000.0
POL034805,C8,0.0,0.02,Low Risk,12000.0
POL025989,C10,0.0,0.01,Low Risk,11000.0
